text,bbox,page_number,avg_font_size,word_count,is_all_caps,char_density,ratio_of_verbs,ratio_capitalized,ends_with_colon,is_bold,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,font_size_diff,same_font,is_bold_A,is_italic_A,is_monospace_A,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,title_label,model_labels,confidence_score,predicted_category
Office of Allowances A/OPR/ALS,"[0, 0, 100, 20]",1,10.0,4,0,0.0135,0.0,0.8333333333333334,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,0,0.8033002304386834,Text/Paragraph
"2401 E Street, NW","[0, 0, 100, 20]",1,10.0,4,0,0.007,0.0,0.75,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,0,0.9824034139647039,Text/Paragraph
"Washington, DC 20522-0103","[0, 0, 100, 20]",1,10.0,3,0,0.0115,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,0,0.980639702015255,Text/Paragraph
"Rm. L-314, SA-1","[0, 0, 100, 20]",1,10.0,3,0,0.0065,0.0,0.6,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,0,0.621458636934194,Text/Paragraph
Copies of this report may be sent in advance via fax or e-mail,"[0, 0, 100, 20]",1,10.0,13,0,0.025,0.1538461538461538,0.0714285714285714,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,0,0.9951531688249382,Text/Paragraph
Fax: 202-261-8707,"[0, 0, 100, 20]",1,10.0,2,0,0.008,0.0,0.25,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,0,0.7417336946595275,Text/Paragraph
E-mail: AllowancesO@state.gov,"[0, 0, 100, 20]",1,10.0,2,0,0.014,0.0,0.4,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.8489951412040271,Title/Heading
"Non-Department of State locations that are not under the authority of the U.S. Mission should submit the signed original of this report to the Department of State, Office of Allowances, through their parent agency's headquarters.","[0, 0, 100, 20]",1,10.0,35,0,0.0975,0.0555555555555555,0.2631578947368421,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,,0,0.9999999463066628,Text/Paragraph
Instruction Page 1 of 1,"[0, 0, 100, 20]",1,8.0,5,0,0.0095,0.0,0.4,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,0,0.9999999801241485,Text/Paragraph
"If the age/grade levels of the school are different than those in the U.S. public school system, attach the school's age/grade equivalency chart. Attach the school catalog. Report the following information for the current school year by grades. Report all costs in the currency used for payment and specify the currency. Post Country School Name School Location Do not use P.O. Boxes Type of School : Check all that apply Language of Instruction U.S. Department of State Office of Allowances EDUCATION ALLOWANCE QUESTIONNAIRE Street Address City Province/State Country Operated by DoD Coed Boys Only Girls Only Religious-Affiliated With Mandatory Religious Instruction If bilingual, specify the language in which the majority of classes are taught Date Current School Year Begins mm-dd-yyyy Date Current School Year Ends Number of School Days Include the school calendar mm-dd-yyyy Grades Available in the School's Curriculum: If K-12 is selected above, check half-day or full-day kindergarten program below . K Half-Day Program or K Full-Day Program Cost of basic tuition. Only include costs for required courses. Cost of books and supplies required by the school, if not included in basic tuition. Include costs such as book rental fees, but do not include items that students in U.S. public schools normally pay for e.g., pencils, paper, and books for summer/supplemental reading. Cost of transportation between home and school by the most commonly used method, if not included in basic tuition. Attach the provider's transportation invoices. When privately owned vehicles POVs are used for daily school transportation, report the mileage of a one-way trip between the farthest pick-up point and the school. Most commonly used method of transportation between home and school e.g., school bus, POVs. Costs for the Current School Year Applicable Grades Basic Tuition Example : Books and Supplies Transportation Mileage for POVs Method of Transportation Between Home and School K-3 Yen 1,922,0000 Yen 0 incl. In tuition Yen 315,000 School Bus DS-63","[0, 0, 100, 20]",2,8.15,317,0,0.8665,0.0757097791798107,0.3401162790697674,0,0,-20.0,0.0,1,0,0.0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,,0,1.0,Text/Paragraph
12-2005 Page 1 of 2,"[0, 0, 100, 20]",2,8.0,5,0,0.0075,0.0,0.1666666666666666,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,0,0.9999979888909979,Text/Paragraph
"10. Report the costs in the currency used for payment and specify the currency for each field trip included in basic tuition for the current school year. Provide a description for each field trip. Include information regarding the location or destination of the field trip. Field Trips Description Location/Destination Applicable Grades  Cost Example: Trip to the Tokyo Science Museum Tokyo, Japan Local Trip 5-6 Yen 400 11 . Itemize and report all other required fees in the currency used for payment and specify the currency e.g., building fees, registration fees, matriculation fees, laboratory fees, and/or admission fees, per DSSR 274.12e. Indicate whether the fee is annual or one-time, and if it is refundable or non-refundable. Do not report fees that are included in basic tuition. Required Fees Applicable Type Grades Cost Non- Annual One-time Refundable Refundable Example: Registration Fee 12 Yen 300,000 X X X X 12 . Provide the exchange rate for each currency reported in questions 9, 10, 11. ~~:~~ Exchange Rate per U.S. Dollar Date mm-dd-yyyy 13 . Exchange Rate per U.S. Dollar Comments Provide comments to support any responses that may need further explanation. I certify that this report has been completed in accordance with the Department of State Standardized Regulations DSSR and that all fee statements, catalogs, calendars, transportation invoices, and any other documentation supporting costs have been attached. Name and Title of Approving Officer: Name Title Agency Signature of Approving Officer Contact Information Telephone E-Mail Date mm-dd-yyyy DS-63 Page 2 of 2","[0, 0, 100, 20]",3,8.0,248,0,0.6735,0.110655737704918,0.3141762452107279,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,0,1.0,Text/Paragraph
